transaction_id,user_id,product_id,transaction_date,quantity,price,subtotal,tax,shipping,discount,discount_code,total,payment_method,status,campaign_id,created_at
3835,959,46,2023-01-03T00:00:00,1,371,2341,187.28,0,0,,2528.28,paypal,completed,,2023-01-03T00:00:00
3835,959,49,2023-01-03T00:00:00,1,81,2341,187.28,0,0,,2528.28,paypal,completed,,2023-01-03T00:00:00
3835,959,15,2023-01-03T00:00:00,1,405,2341,187.28,0,0,,2528.28,paypal,completed,,2023-01-03T00:00:00
3835,959,3,2023-01-03T00:00:00,1,1484,2341,187.28,0,0,,2528.28,paypal,completed,,2023-01-03T00:00:00
3836,959,58,2021-08-12T00:00:00,1,40,56,4.48,0,0,,60.480000000000004,debit_card,completed,,2021-08-12T00:00:00
3836,959,55,2021-08-12T00:00:00,1,16,56,4.48,0,0,,60.480000000000004,debit_card,completed,,2021-08-12T00:00:00
3837,959,45,2022-08-09T00:00:00,1,135,135,10.8,0,0,,145.8,credit_card,completed,,2022-08-09T00:00:00
3838,960,57,2023-12-02T00:00:00,1,38,38,3.04,8.0,0,,49.04,paypal,completed,,2023-12-02T00:00:00
3839,960,47,2024-04-14T00:00:00,1,377,377,30.16,0,0,,407.16,google_pay,completed,626,2024-04-14T00:00:00
3840,960,20,2024-08-10T00:00:00,1,188,188,15.04,0,0,,203.04,paypal,completed,,2024-08-10T00:00:00
3841,960,50,2022-10-16T00:00:00,1,-168,12,0.96,8.0,0,,20.96,apple_pay,completed,888,2022-10-16T00:00:00
3841,960,59,2022-10-16T00:00:00,1,12,12,0.96,8.0,0,,20.96,apple_pay,completed,888,2022-10-16T00:00:00
3842,961,10,2022-02-26T00:00:00,1,412,1896,151.68,0,0,,2047.68,google_pay,completed,,2022-02-26T00:00:00
3842,961,3,2022-02-26T00:00:00,1,1484,1896,151.68,0,0,,2047.68,google_pay,completed,,2022-02-26T00:00:00
3843,961,52,2024-04-04T00:00:00,1,-48,0,0.0,8.0,0,,8.0,paypal,completed,,2024-04-04T00:00:00
3844,961,23,2022-08-11T00:00:00,1,35,365,29.2,0,83.5,FLASH20,310.7,apple_pay,completed,935,2022-08-11T00:00:00
3844,961,21,2022-08-11T00:00:00,1,142,365,29.2,0,83.5,FLASH20,310.7,apple_pay,completed,935,2022-08-11T00:00:00
3844,961,20,2022-08-11T00:00:00,1,188,365,29.2,0,83.5,FLASH20,310.7,apple_pay,completed,935,2022-08-11T00:00:00
3845,961,2,2024-12-26T00:00:00,1,589,589,47.12,0,0,,636.12,apple_pay,completed,,2024-12-26T00:00:00
649,961,51,2020-07-30T00:00:00,1,72,443,35.44,0,105.21,SAVE10,373.23,google_pay,completed,,2020-07-30T00:00:00
649,961,46,2020-07-30T00:00:00,1,371,443,35.44,0,105.21,SAVE10,373.23,google_pay,completed,,2020-07-30T00:00:00
3847,962,37,2021-12-30T00:00:00,1,81,81,6.48,0,0,,87.48,apple_pay,completed,,2021-12-30T00:00:00
3848,962,36,2022-07-05T00:00:00,1,30,170,13.6,0,0,,183.6,debit_card,completed,,2022-07-05T00:00:00
3848,962,33,2022-07-05T00:00:00,1,110,170,13.6,0,0,,183.6,debit_card,completed,,2022-07-05T00:00:00
3848,962,36,2022-07-05T00:00:00,1,30,170,13.6,0,0,,183.6,debit_card,completed,,2022-07-05T00:00:00
3849,962,19,2021-11-27T00:00:00,1,191,191,15.28,0,23.16,FLASH20,183.12,apple_pay,completed,1184,2021-11-27T00:00:00
3850,962,40,2022-09-28T00:00:00,1,62,355,28.4,0,0,,383.4,apple_pay,completed,422,2022-09-28T00:00:00
3850,962,35,2022-09-28T00:00:00,1,110,355,28.4,0,0,,383.4,apple_pay,completed,422,2022-09-28T00:00:00
3850,962,35,2022-09-28T00:00:00,1,110,355,28.4,0,0,,383.4,apple_pay,completed,422,2022-09-28T00:00:00
3850,962,30,2022-09-28T00:00:00,1,73,355,28.4,0,0,,383.4,apple_pay,completed,422,2022-09-28T00:00:00
3851,962,25,2023-05-08T00:00:00,1,184,184,14.72,0,0,,198.72,google_pay,completed,,2023-05-08T00:00:00
3852,963,54,2024-03-13T00:00:00,1,29,29,2.32,8.0,2.47,SAVE10,36.85,google_pay,cancelled,,2024-03-13T00:00:00
3853,963,25,2024-06-17T00:00:00,1,184,1321,105.68,0,0,,1426.68,apple_pay,completed,,2024-06-17T00:00:00
3853,963,18,2024-06-17T00:00:00,1,1137,1321,105.68,0,0,,1426.68,apple_pay,completed,,2024-06-17T00:00:00
3854,963,27,2023-07-02T00:00:00,1,30,437,34.96,0,0,,471.96,google_pay,completed,241,2023-07-02T00:00:00
3854,963,23,2023-07-02T00:00:00,1,35,437,34.96,0,0,,471.96,google_pay,completed,241,2023-07-02T00:00:00
3854,963,20,2023-07-02T00:00:00,1,188,437,34.96,0,0,,471.96,google_pay,completed,241,2023-07-02T00:00:00
3854,963,25,2023-07-02T00:00:00,1,184,437,34.96,0,0,,471.96,google_pay,completed,241,2023-07-02T00:00:00
3855,963,47,2022-12-14T00:00:00,1,377,377,30.16,0,0,,407.16,debit_card,completed,,2022-12-14T00:00:00
3856,963,2,2024-04-21T00:00:00,1,589,589,47.12,0,145.95,SAVE10,490.17,credit_card,completed,,2024-04-21T00:00:00
3857,963,17,2024-07-16T00:00:00,1,537,537,42.96,0,0,,579.96,credit_card,completed,,2024-07-16T00:00:00
3858,963,2,2023-06-16T00:00:00,1,589,589,47.12,0,0,,636.12,paypal,completed,473,2023-06-16T00:00:00
3859,963,34,2024-02-29T00:00:00,1,37,37,2.96,8.0,7.23,WELCOME,40.730000000000004,apple_pay,completed,,2024-02-29T00:00:00
3860,963,12,2023-01-27T00:00:00,1,1176,1176,94.08,0,0,,1270.08,debit_card,completed,,2023-01-27T00:00:00
3861,963,18,2024-11-05T00:00:00,1,1137,1475,118.0,0,0,,1593.0,credit_card,refunded,,2024-11-05T00:00:00
3861,963,25,2024-11-05T00:00:00,1,184,1475,118.0,0,0,,1593.0,credit_card,refunded,,2024-11-05T00:00:00
3861,963,7,2024-11-05T00:00:00,1,154,1475,118.0,0,0,,1593.0,credit_card,refunded,,2024-11-05T00:00:00
3862,963,38,2024-04-21T00:00:00,1,135,158,12.64,0,15.26,FLASH20,155.38,apple_pay,completed,,2024-04-21T00:00:00
3862,963,63,2024-04-21T00:00:00,1,23,158,12.64,0,15.26,FLASH20,155.38,apple_pay,completed,,2024-04-21T00:00:00
3863,964,12,2021-02-28T00:00:00,1,1176,1176,94.08,0,0,,1270.08,google_pay,completed,,2021-02-28T00:00:00
1502,964,56,2023-12-04T00:00:00,1,44,44,3.52,8.0,0,,55.52,google_pay,completed,,2023-12-04T00:00:00
3865,964,38,2023-04-26T00:00:00,1,135,135,10.8,0,7.46,SAVE10,138.34,paypal,completed,42,2023-04-26T00:00:00
3866,964,51,2020-08-18T00:00:00,1,72,372,29.76,0,0,,401.76,apple_pay,completed,1152,2020-08-18T00:00:00
3866,964,45,2020-08-18T00:00:00,1,135,372,29.76,0,0,,401.76,apple_pay,completed,1152,2020-08-18T00:00:00
3866,964,49,2020-08-18T00:00:00,1,81,372,29.76,0,0,,401.76,apple_pay,completed,1152,2020-08-18T00:00:00
3866,964,59,2020-08-18T00:00:00,1,12,372,29.76,0,0,,401.76,apple_pay,completed,1152,2020-08-18T00:00:00
3866,964,51,2020-08-18T00:00:00,1,72,372,29.76,0,0,,401.76,apple_pay,completed,1152,2020-08-18T00:00:00
3867,964,21,2021-12-23T00:00:00,1,142,165,13.2,0,0,,178.2,google_pay,completed,,2021-12-23T00:00:00
3867,964,63,2021-12-23T00:00:00,1,23,165,13.2,0,0,,178.2,google_pay,completed,,2021-12-23T00:00:00
3868,964,24,2021-09-29T00:00:00,1,160,752,60.16,0,0,,812.16,apple_pay,completed,,2021-09-29T00:00:00
3868,964,4,2021-09-29T00:00:00,1,562,752,60.16,0,0,,812.16,apple_pay,completed,,2021-09-29T00:00:00
3868,964,27,2021-09-29T00:00:00,1,30,752,60.16,0,0,,812.16,apple_pay,completed,,2021-09-29T00:00:00
3869,965,32,2023-05-25T00:00:00,1,190,190,15.2,0,0,,205.2,google_pay,completed,,2023-05-25T00:00:00
3870,965,47,2023-03-28T00:00:00,1,377,793,63.44,0,0,,856.44,google_pay,completed,,2023-03-28T00:00:00
3870,965,22,2023-03-28T00:00:00,1,156,793,63.44,0,0,,856.44,google_pay,completed,,2023-03-28T00:00:00
3870,965,51,2023-03-28T00:00:00,1,72,793,63.44,0,0,,856.44,google_pay,completed,,2023-03-28T00:00:00
3870,965,20,2023-03-28T00:00:00,1,188,793,63.44,0,0,,856.44,google_pay,completed,,2023-03-28T00:00:00
3871,965,48,2024-11-10T00:00:00,1,399,480,38.4,0,0,,518.4,paypal,completed,,2024-11-10T00:00:00
3871,965,49,2024-11-10T00:00:00,1,81,480,38.4,0,0,,518.4,paypal,completed,,2024-11-10T00:00:00
3872,965,3,2024-07-02T00:00:00,1,1484,1484,118.72,0,0,,1602.72,paypal,completed,,2024-07-02T00:00:00
3873,965,24,2024-05-25T00:00:00,1,160,160,12.8,0,0,,172.8,,completed,,2024-05-25T00:00:00
3874,966,46,2024-06-02T00:00:00,1,371,371,29.68,0,0,,400.68,apple_pay,completed,,2024-06-02T00:00:00
3875,966,39,2024-06-23T00:00:00,1,72,72,5.76,0,0,,77.76,google_pay,completed,,2024-06-23T00:00:00
3876,966,48,2024-11-22T00:00:00,1,399,480,38.4,0,0,,518.4,,completed,,2024-11-22T00:00:00
3876,966,49,2024-11-22T00:00:00,1,81,480,38.4,0,0,,518.4,,completed,,2024-11-22T00:00:00
3877,966,31,2024-08-11T00:00:00,1,261,261,20.88,0,0,,281.88,debit_card,completed,,2024-08-11T00:00:00
3877,966,52,2024-08-11T00:00:00,1,-48,261,20.88,0,0,,281.88,debit_card,completed,,2024-08-11T00:00:00
3878,967,18,2024-08-15T00:00:00,1,1137,1137,90.96,0,0,,1227.96,debit_card,completed,,2024-08-15T00:00:00
3879,967,17,2024-12-14T00:00:00,1,537,574,45.92,0,0,,619.92,paypal,refunded,,2024-12-14T00:00:00
3879,967,34,2024-12-14T00:00:00,1,37,574,45.92,0,0,,619.92,paypal,refunded,,2024-12-14T00:00:00
3880,967,38,2024-06-14T00:00:00,1,135,162,12.96,0,0,,174.96,google_pay,cancelled,,2024-06-14T00:00:00
3880,967,41,2024-06-14T00:00:00,1,27,162,12.96,0,0,,174.96,google_pay,cancelled,,2024-06-14T00:00:00
3881,967,24,2024-04-20T00:00:00,1,160,160,12.8,0,0,,172.8,google_pay,completed,1027,2024-04-20T00:00:00
3882,967,15,2024-12-22T00:00:00,1,405,478,38.24,0,0,,516.24,apple_pay,completed,,2024-12-22T00:00:00
3882,967,30,2024-12-22T00:00:00,1,73,478,38.24,0,0,,516.24,apple_pay,completed,,2024-12-22T00:00:00
3883,968,60,2024-10-15T00:00:00,1,30,30,2.4,8.0,0,,40.4,credit_card,completed,,2024-10-15T00:00:00
3884,968,21,2024-05-25T00:00:00,1,142,142,11.36,0,0,,153.36,apple_pay,completed,,2024-05-25T00:00:00
3885,969,35,2024-02-07T00:00:00,1,110,110,8.8,0,0,,118.8,debit_card,completed,,2024-02-07T00:00:00
3886,969,52,2022-06-14T00:00:00,1,-48,142,11.36,0,0,,153.36,apple_pay,completed,501,2022-06-14T00:00:00
3886,969,21,2022-06-14T00:00:00,1,142,142,11.36,0,0,,153.36,apple_pay,completed,501,2022-06-14T00:00:00
3887,969,46,2022-05-06T00:00:00,1,371,371,29.68,0,0,,400.68,apple_pay,completed,,2022-05-06T00:00:00
3888,969,39,2022-07-12T00:00:00,1,72,72,5.76,0,0,,77.76,google_pay,completed,235,2022-07-12T00:00:00
3889,969,61,2022-04-16T00:00:00,1,24,53,4.24,0,0,,57.24,google_pay,completed,,2022-04-16T00:00:00
3889,969,54,2022-04-16T00:00:00,1,29,53,4.24,0,0,,57.24,google_pay,completed,,2022-04-16T00:00:00
455,969,41,2023-02-05T00:00:00,1,27,27,2.16,8.0,0,,37.16,debit_card,completed,300,2023-02-05T00:00:00
3891,969,39,2024-09-30T00:00:00,1,72,72,5.76,0,0,,77.76,apple_pay,completed,,2024-09-30T00:00:00
3892,969,54,2022-05-16T00:00:00,1,29,29,2.32,8.0,0,,39.32,google_pay,refunded,,2022-05-16T00:00:00
3893,969,2,2023-01-10T00:00:00,1,589,1608,128.64,0,0,,1736.6399999999999,paypal,completed,,2023-01-10T00:00:00
3893,969,14,2023-01-10T00:00:00,1,1019,1608,128.64,0,0,,1736.6399999999999,paypal,completed,,2023-01-10T00:00:00
3894,969,50,2024-08-24T00:00:00,1,-168,0,0.0,8.0,0,,8.0,apple_pay,completed,,2024-08-24T00:00:00
3895,969,9,2022-11-28T00:00:00,1,1172,1172,93.76,0,0,,1265.76,,completed,979,2022-11-28T00:00:00
3896,969,44,2022-10-28T00:00:00,1,236,236,18.88,0,0,,254.88,apple_pay,refunded,815,2022-10-28T00:00:00
3897,969,52,2022-07-15T00:00:00,1,-48,200,16.0,0,0,,216.0,,completed,,2022-07-15T00:00:00
3897,969,22,2022-07-15T00:00:00,1,156,200,16.0,0,0,,216.0,,completed,,2022-07-15T00:00:00
3897,969,56,2022-07-15T00:00:00,1,44,200,16.0,0,0,,216.0,,completed,,2022-07-15T00:00:00
3898,970,26,2023-05-09T00:00:00,1,32,220,17.6,0,0,,237.6,apple_pay,completed,758,2023-05-09T00:00:00
3898,970,20,2023-05-09T00:00:00,1,188,220,17.6,0,0,,237.6,apple_pay,completed,758,2023-05-09T00:00:00
3899,970,20,2022-04-15T00:00:00,1,188,372,29.76,0,0,,401.76,apple_pay,cancelled,,2022-04-15T00:00:00
3899,970,25,2022-04-15T00:00:00,1,184,372,29.76,0,0,,401.76,apple_pay,cancelled,,2022-04-15T00:00:00
3900,970,17,2021-08-15T00:00:00,1,537,537,42.96,0,0,,579.96,apple_pay,completed,,2021-08-15T00:00:00
3901,970,15,2020-07-15T00:00:00,1,405,677,54.16,0,0,,731.16,credit_card,completed,477,2020-07-15T00:00:00
3901,970,5,2020-07-15T00:00:00,1,272,677,54.16,0,0,,731.16,credit_card,completed,477,2020-07-15T00:00:00
3902,971,13,2023-09-11T00:00:00,1,280,280,22.4,0,0,,302.4,credit_card,completed,,2023-09-11T00:00:00
3903,972,10,2021-08-14T00:00:00,1,412,1039,83.12,0,0,,1122.12,debit_card,completed,517,2021-08-14T00:00:00
3903,972,8,2021-08-14T00:00:00,1,467,1039,83.12,0,0,,1122.12,debit_card,completed,517,2021-08-14T00:00:00
3903,972,24,2021-08-14T00:00:00,1,160,1039,83.12,0,0,,1122.12,debit_card,completed,517,2021-08-14T00:00:00
3904,972,33,2024-01-15T00:00:00,1,110,671,53.68,0,0,,724.68,credit_card,completed,397,2024-01-15T00:00:00
3904,972,32,2024-01-15T00:00:00,1,190,671,53.68,0,0,,724.68,credit_card,completed,397,2024-01-15T00:00:00
3904,972,46,2024-01-15T00:00:00,1,371,671,53.68,0,0,,724.68,credit_card,completed,397,2024-01-15T00:00:00
3905,972,9,2022-03-10T00:00:00,1,1172,1584,126.72,0,0,,1710.72,debit_card,completed,,2022-03-10T00:00:00
3905,972,10,2022-03-10T00:00:00,1,412,1584,126.72,0,0,,1710.72,debit_card,completed,,2022-03-10T00:00:00
3906,972,3,2021-05-18T00:00:00,1,1484,1484,118.72,0,0,,1602.72,debit_card,completed,,2021-05-18T00:00:00
3907,972,30,2021-07-28T00:00:00,1,73,73,5.84,0,0,,78.84,apple_pay,completed,,2021-07-28T00:00:00
3908,973,15,2024-03-23T00:00:00,1,405,2072,165.76,0,0,,2237.76,google_pay,completed,653,2024-03-23T00:00:00
3908,973,14,2024-03-23T00:00:00,1,1019,2072,165.76,0,0,,2237.76,google_pay,completed,653,2024-03-23T00:00:00
3908,973,10,2024-03-23T00:00:00,1,412,2072,165.76,0,0,,2237.76,google_pay,completed,653,2024-03-23T00:00:00
3908,973,44,2024-03-23T00:00:00,1,236,2072,165.76,0,0,,2237.76,google_pay,completed,653,2024-03-23T00:00:00
3909,973,43,2024-05-11T00:00:00,1,162,162,12.96,0,0,,174.96,paypal,completed,,2024-05-11T00:00:00
3910,973,23,2024-03-16T00:00:00,1,35,65,5.2,0,0,,70.2,google_pay,completed,400,2024-03-16T00:00:00
3910,973,27,2024-03-16T00:00:00,1,30,65,5.2,0,0,,70.2,google_pay,completed,400,2024-03-16T00:00:00
3911,973,20,2023-11-24T00:00:00,1,188,404,32.32,0,0,,436.32,debit_card,completed,895,2023-11-24T00:00:00
3911,973,26,2023-11-24T00:00:00,1,32,404,32.32,0,0,,436.32,debit_card,completed,895,2023-11-24T00:00:00
3911,973,25,2023-11-24T00:00:00,1,184,404,32.32,0,0,,436.32,debit_card,completed,895,2023-11-24T00:00:00
3912,973,38,2024-11-13T00:00:00,1,135,165,13.2,0,0,,178.2,apple_pay,completed,,2024-11-13T00:00:00
3912,973,36,2024-11-13T00:00:00,1,30,165,13.2,0,0,,178.2,apple_pay,completed,,2024-11-13T00:00:00
3913,973,18,2023-08-21T00:00:00,1,1137,1137,90.96,0,0,,1227.96,google_pay,cancelled,,2023-08-21T00:00:00
3914,973,10,2024-11-03T00:00:00,1,412,1584,126.72,0,293.09,FLASH20,1417.63,credit_card,completed,,2024-11-03T00:00:00
3914,973,9,2024-11-03T00:00:00,1,1172,1584,126.72,0,293.09,FLASH20,1417.63,credit_card,completed,,2024-11-03T00:00:00
3915,974,13,2024-11-30T00:00:00,1,280,280,22.4,0,0,,-302.4,credit_card,completed,,2024-11-30T00:00:00
3916,974,13,2024-12-25T00:00:00,1,280,842,67.36,0,92.5,WELCOME,816.86,apple_pay,completed,,2024-12-25T00:00:00
3916,974,4,2024-12-25T00:00:00,1,562,842,67.36,0,92.5,WELCOME,816.86,apple_pay,completed,,2024-12-25T00:00:00
3917,974,32,2024-10-25T00:00:00,1,190,1711,136.88,0,0,,1847.88,credit_card,completed,,2024-10-25T00:00:00
3917,974,34,2024-10-25T00:00:00,1,37,1711,136.88,0,0,,1847.88,credit_card,completed,,2024-10-25T00:00:00
3917,974,3,2024-10-25T00:00:00,1,1484,1711,136.88,0,0,,1847.88,credit_card,completed,,2024-10-25T00:00:00
3918,974,9,2024-12-15T00:00:00,1,1172,1172,93.76,0,0,,1265.76,credit_card,completed,1452,2024-12-15T00:00:00
3919,975,62,2024-09-13T00:00:00,1,27,47,3.76,8.0,0,,58.76,paypal,completed,1095,2024-09-13T00:00:00
3919,975,64,2024-09-13T00:00:00,1,20,47,3.76,8.0,0,,58.76,paypal,completed,1095,2024-09-13T00:00:00
3920,975,11,2024-10-03T00:00:00,1,232,232,18.56,0,0,,250.56,paypal,completed,,2024-10-03T00:00:00
3921,975,17,2024-09-08T00:00:00,1,537,537,42.96,0,0,,579.96,google_pay,completed,1278,2024-09-08T00:00:00
3922,975,31,2024-11-12T00:00:00,1,261,562,44.96,0,0,,606.96,google_pay,completed,,2024-11-12T00:00:00
3922,975,19,2024-11-12T00:00:00,1,191,562,44.96,0,0,,606.96,google_pay,completed,,2024-11-12T00:00:00
3922,975,30,2024-11-12T00:00:00,1,73,562,44.96,0,0,,606.96,google_pay,completed,,2024-11-12T00:00:00
3922,975,34,2024-11-12T00:00:00,1,37,562,44.96,0,0,,606.96,google_pay,completed,,2024-11-12T00:00:00
3923,975,13,2024-12-13T00:00:00,1,280,1141,91.28,0,0,,1232.28,credit_card,completed,,2024-12-13T00:00:00
3923,975,2,2024-12-13T00:00:00,1,589,1141,91.28,0,0,,1232.28,credit_card,completed,,2024-12-13T00:00:00
3923,975,5,2024-12-13T00:00:00,1,272,1141,91.28,0,0,,1232.28,credit_card,completed,,2024-12-13T00:00:00
3924,976,43,2023-09-20T00:00:00,1,162,162,12.96,0,0,,174.96,apple_pay,completed,,2023-09-20T00:00:00
3925,976,44,2024-02-21T00:00:00,1,236,236,18.88,0,0,,254.88,google_pay,completed,,2024-02-21T00:00:00
3926,976,51,2023-02-21T00:00:00,1,72,72,5.76,0,10.66,VIP15,67.10000000000001,credit_card,completed,1362,2023-02-21T00:00:00
3927,977,41,2024-08-05T00:00:00,1,27,27,2.16,8.0,0,,37.16,credit_card,completed,,2024-08-05T00:00:00
3928,977,52,2024-07-07T00:00:00,1,-48,537,42.96,0,0,,579.96,google_pay,refunded,,2024-07-07T00:00:00
3928,977,17,2024-07-07T00:00:00,1,537,537,42.96,0,0,,579.96,google_pay,refunded,,2024-07-07T00:00:00
3929,977,10,2024-08-31T00:00:00,1,412,1962,156.96,0,0,,2118.96,google_pay,cancelled,,2024-08-31T00:00:00
3929,977,54,2024-08-31T00:00:00,1,29,1962,156.96,0,0,,2118.96,google_pay,cancelled,,2024-08-31T00:00:00
3929,977,3,2024-08-31T00:00:00,1,1484,1962,156.96,0,0,,2118.96,google_pay,cancelled,,2024-08-31T00:00:00
3929,977,34,2024-08-31T00:00:00,1,37,1962,156.96,0,0,,2118.96,google_pay,cancelled,,2024-08-31T00:00:00
3930,977,25,2024-08-17T00:00:00,1,184,861,68.88,0,0,,929.88,paypal,completed,1434,2024-08-17T00:00:00
3930,977,32,2024-08-17T00:00:00,1,190,861,68.88,0,0,,929.88,paypal,completed,1434,2024-08-17T00:00:00
3930,977,35,2024-08-17T00:00:00,1,110,861,68.88,0,0,,929.88,paypal,completed,1434,2024-08-17T00:00:00
3930,977,47,2024-08-17T00:00:00,1,377,861,68.88,0,0,,929.88,paypal,completed,1434,2024-08-17T00:00:00
3931,978,11,2024-10-04T00:00:00,1,232,232,18.56,0,0,,250.56,paypal,cancelled,,2024-10-04T00:00:00
3932,979,12,2022-02-01T00:00:00,1,1176,1176,94.08,0,0,,1270.08,google_pay,completed,224,2022-02-01T00:00:00
3933,979,61,2022-11-13T00:00:00,1,24,24,1.92,8.0,0,,33.92,google_pay,completed,,2022-11-13T00:00:00
3934,979,7,2023-07-17T00:00:00,1,154,154,12.32,0,0,,166.32,paypal,completed,,2023-07-17T00:00:00
3935,979,37,2024-07-23T00:00:00,1,81,81,6.48,0,0,,87.48,paypal,completed,,2024-07-23T00:00:00
3936,979,7,2021-09-23T00:00:00,1,154,154,12.32,0,0,,166.32,credit_card,completed,,2021-09-23T00:00:00
3937,979,35,2023-01-27T00:00:00,1,110,110,8.8,0,0,,118.8,credit_card,cancelled,,2023-01-27T00:00:00
3938,979,36,2022-10-14T00:00:00,1,30,961,76.88,0,131.64,WELCOME,906.2400000000001,debit_card,completed,814,2022-10-14T00:00:00
3938,979,38,2022-10-14T00:00:00,1,135,961,76.88,0,131.64,WELCOME,906.2400000000001,debit_card,completed,814,2022-10-14T00:00:00
3938,979,39,2022-10-14T00:00:00,1,72,961,76.88,0,131.64,WELCOME,906.2400000000001,debit_card,completed,814,2022-10-14T00:00:00
3938,979,2,2022-10-14T00:00:00,1,589,961,76.88,0,131.64,WELCOME,906.2400000000001,debit_card,completed,814,2022-10-14T00:00:00
3938,979,38,2022-10-14T00:00:00,1,135,961,76.88,0,131.64,WELCOME,906.2400000000001,debit_card,completed,814,2022-10-14T00:00:00
3939,979,28,2022-03-06T00:00:00,1,173,473,37.84,0,37.38,SAVE10,473.46000000000004,paypal,completed,,2022-03-06T00:00:00
3939,979,33,2022-03-06T00:00:00,1,110,473,37.84,0,37.38,SAVE10,473.46000000000004,paypal,completed,,2022-03-06T00:00:00
3939,979,32,2022-03-06T00:00:00,1,190,473,37.84,0,37.38,SAVE10,473.46000000000004,paypal,completed,,2022-03-06T00:00:00
3940,979,14,2024-02-20T00:00:00,1,1019,2322,185.76,0,0,,2507.76,credit_card,completed,1022,2024-02-20T00:00:00
3940,979,2,2024-02-20T00:00:00,1,589,2322,185.76,0,0,,2507.76,credit_card,completed,1022,2024-02-20T00:00:00
3940,979,13,2024-02-20T00:00:00,1,280,2322,185.76,0,0,,2507.76,credit_card,completed,1022,2024-02-20T00:00:00
3940,979,16,2024-02-20T00:00:00,1,434,2322,185.76,0,0,,2507.76,credit_card,completed,1022,2024-02-20T00:00:00
3941,979,64,2023-12-26T00:00:00,1,20,20,1.6,8.0,0,,29.6,credit_card,completed,,2023-12-26T00:00:00
3942,980,35,2024-07-30T00:00:00,1,110,110,8.8,0,0,,118.8,debit_card,completed,,2024-07-30T00:00:00
3943,980,34,2024-12-10T00:00:00,1,37,37,2.96,8.0,0,,47.96,debit_card,completed,,2024-12-10T00:00:00
3944,980,44,2024-07-14T00:00:00,1,236,263,21.04,0,0,,284.04,paypal,completed,578,2024-07-14T00:00:00
3944,980,41,2024-07-14T00:00:00,1,27,263,21.04,0,0,,284.04,paypal,completed,578,2024-07-14T00:00:00
3945,980,62,2024-10-19T00:00:00,1,27,2710,216.8,0,0,,2926.8,apple_pay,completed,,2024-10-19T00:00:00
3945,980,12,2024-10-19T00:00:00,1,1176,2710,216.8,0,0,,2926.8,apple_pay,completed,,2024-10-19T00:00:00
3945,980,3,2024-10-19T00:00:00,1,1484,2710,216.8,0,0,,2926.8,apple_pay,completed,,2024-10-19T00:00:00
3945,980,63,2024-10-19T00:00:00,1,23,2710,216.8,0,0,,2926.8,apple_pay,completed,,2024-10-19T00:00:00
3946,980,36,2024-12-09T00:00:00,1,30,464,37.12,0,0,,501.12,,completed,263,2024-12-09T00:00:00
3946,980,50,2024-12-09T00:00:00,1,-168,464,37.12,0,0,,501.12,,completed,263,2024-12-09T00:00:00
3946,980,16,2024-12-09T00:00:00,1,434,464,37.12,0,0,,501.12,,completed,263,2024-12-09T00:00:00
3947,980,52,2024-12-11T00:00:00,1,-48,0,0.0,8.0,0,,8.0,debit_card,completed,1089,2024-12-11T00:00:00
3948,980,55,2024-09-17T00:00:00,1,16,288,23.04,0,0,,311.04,paypal,completed,1345,2024-09-17T00:00:00
3948,980,11,2024-09-17T00:00:00,1,232,288,23.04,0,0,,311.04,paypal,completed,1345,2024-09-17T00:00:00
3948,980,58,2024-09-17T00:00:00,1,40,288,23.04,0,0,,311.04,paypal,completed,1345,2024-09-17T00:00:00
3949,981,28,2024-04-10T00:00:00,1,173,376,30.08,0,42.73,VIP15,363.34999999999997,google_pay,completed,,2024-04-10T00:00:00
3949,981,28,2024-04-10T00:00:00,1,173,376,30.08,0,42.73,VIP15,363.34999999999997,google_pay,completed,,2024-04-10T00:00:00
3949,981,36,2024-04-10T00:00:00,1,30,376,30.08,0,42.73,VIP15,363.34999999999997,google_pay,completed,,2024-04-10T00:00:00
3950,981,60,2024-09-15T00:00:00,1,30,30,2.4,8.0,0,,40.4,debit_card,completed,268,2024-09-15T00:00:00
3951,981,24,2024-03-01T00:00:00,1,160,160,12.8,0,0,,172.8,debit_card,completed,,2024-03-01T00:00:00
3952,982,54,2024-06-26T00:00:00,1,29,29,2.32,8.0,0,,39.32,debit_card,completed,,2024-06-26T00:00:00
3953,982,45,2023-12-02T00:00:00,1,135,594,47.52,0,0,,641.52,google_pay,completed,,2023-12-02T00:00:00
3953,982,43,2023-12-02T00:00:00,1,162,594,47.52,0,0,,641.52,google_pay,completed,,2023-12-02T00:00:00
3953,982,49,2023-12-02T00:00:00,1,81,594,47.52,0,0,,641.52,google_pay,completed,,2023-12-02T00:00:00
3953,982,45,2023-12-02T00:00:00,1,135,594,47.52,0,0,,641.52,google_pay,completed,,2023-12-02T00:00:00
3953,982,49,2023-12-02T00:00:00,1,81,594,47.52,0,0,,641.52,google_pay,completed,,2023-12-02T00:00:00
3954,982,7,2023-10-26T00:00:00,1,154,1822,145.76,0,0,,1967.76,paypal,pending,1131,2023-10-26T00:00:00
3954,982,29,2023-10-26T00:00:00,1,184,1822,145.76,0,0,,1967.76,paypal,pending,1131,2023-10-26T00:00:00
3954,982,3,2023-10-26T00:00:00,1,1484,1822,145.76,0,0,,1967.76,paypal,pending,1131,2023-10-26T00:00:00
