campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
367,Search - TikTok - Sep2021,Search,TikTok,18,2021-09-12,2021-10-31,17845,18001.25,4283214,194876,2021-09-07T00:00:00
368,Social Media - Twitter - Mar2023,Social Media,Twitter,26,2023-03-21,2023-04-28,22008,24860.56,2375646,159968,2023-03-16T00:00:00
369,Display - Instagram - Nov2024,Display,Instagram,29,2024-11-03,2024-12-19,4589,5028.86,832766,35551,2024-10-28T00:00:00
370,Display - Instagram - Nov2024,Display,Instagram,62,2024-11-03,2024-12-19,4589,5028.86,832766,35551,2024-10-21T00:00:00
371,Display - Instagram - Nov2024,Display,Instagram,2,2024-11-03,2024-12-19,4589,5028.86,832766,35551,2024-10-31T00:00:00
372,Email - Google - Dec2021,Email,Google,21,2021-12-17,2021-12-26,1323,1128.79,394031,7208,2021-12-11T00:00:00
373,Email - Google - Dec2021,Email,Google,28,2021-12-17,2021-12-26,1323,1128.79,394031,7208,2021-12-12T00:00:00
374,Email - Google - Dec2021,Email,Google,31,2021-12-17,2021-12-26,1323,1128.79,394031,7208,2021-12-16T00:00:00
375,Email - Google - Dec2021,Email,Google,52,2021-12-17,2021-12-26,1323,1128.79,394031,7208,2021-12-14T00:00:00
376,Email - Twitter - Oct2024,Email,Twitter,14,2024-10-28,2024-12-24,2608,2574.9,696886,46932,2024-10-22T00:00:00
377,Email - Twitter - Oct2024,Email,Twitter,33,2024-10-28,2024-12-24,2608,2574.9,696886,46932,2024-10-27T00:00:00
378,Email - Twitter - Oct2024,Email,Twitter,20,2024-10-28,2024-12-24,2608,2574.9,696886,46932,2024-10-22T00:00:00
379,Email - Twitter - Oct2024,Email,Twitter,54,2024-10-28,2024-12-24,2608,2574.9,696886,46932,2024-10-22T00:00:00
380,Display - LinkedIn - Apr2021,Display,LinkedIn,28,2021-04-17,2021-07-05,7757,,523380,31429,2021-04-09T00:00:00
381,Video - Facebook - Jul2023,Video,Facebook,21,2023-07-19,2023-08-01,88208,77544.14,16777661,311350,2023-07-06T00:00:00
382,Video - Facebook - Jul2023,Video,Facebook,25,2023-07-19,2023-08-01,88208,77544.14,16777661,311350,2023-07-13T00:00:00
383,Video - Facebook - Jul2023,Video,Facebook,48,2023-07-19,2023-08-01,88208,77544.14,16777661,311350,2023-07-12T00:00:00
384,Video - Facebook - Jul2023,Video,Facebook,15,2023-07-19,2023-08-01,88208,77544.14,16777661,311350,2023-07-06T00:00:00
385,Video - Facebook - Jul2023,Video,Facebook,38,2023-07-19,2023-08-01,88208,77544.14,16777661,311350,2023-07-15T00:00:00
386,Search - Twitter - Feb2021,Search,Twitter,60,2021-02-14,2021-03-17,39577,40416.53,14822587,903092,2021-02-12T00:00:00
387,Search - Twitter - Feb2021,Search,Twitter,30,2021-02-14,2021-03-17,39577,40416.53,14822587,903092,2021-02-04T00:00:00
388,Search - Twitter - Feb2021,Search,Twitter,27,2021-02-14,2021-03-17,39577,40416.53,14822587,903092,2021-02-06T00:00:00
389,Video - Facebook - Jun2023,Video,Facebook,30,2023-06-06,2023-08-07,143684,151260.63,56673651,4071137,2023-05-28T00:00:00
390,Video - Facebook - Jun2023,Video,Facebook,57,2023-06-06,2023-08-07,143684,151260.63,56673651,4071137,2023-06-01T00:00:00
391,Video - Facebook - Jun2023,Video,Facebook,7,2023-06-06,2023-08-07,143684,151260.63,56673651,4071137,2023-05-25T00:00:00
392,Video - Facebook - Jun2023,Video,Facebook,1,2023-06-06,2023-08-07,143684,151260.63,56673651,4071137,2023-05-31T00:00:00
393,Video - Facebook - Jun2023,Video,Facebook,12,2023-06-06,2023-08-07,143684,151260.63,56673651,4071137,2023-05-23T00:00:00
394,Search - TikTok - Feb2023,Search,TikTok,33,2023-02-19,2023-04-05,67441,49490.29,3700740,131978,2023-02-12T00:00:00
395,Search - TikTok - Feb2023,Search,TikTok,54,2023-02-19,2023-04-05,67441,49490.29,3700740,131978,2023-02-13T00:00:00
396,Search - Twitter - Nov2020,Search,Twitter,13,2020-11-02,2020-11-09,15580,12731.1,6314288,69057,2020-11-01T00:00:00
397,Email - Facebook - Jan2024,Email,Facebook,32,2024-01-08,2024-04-02,3547,2713.97,712418,42877,2023-12-29T00:00:00
398,Email - Facebook - Jan2024,Email,Facebook,13,2024-01-08,2024-04-02,3547,2713.97,712418,42877,2024-01-04T00:00:00
399,Email - Facebook - Jan2024,Email,Facebook,56,2024-01-08,2024-04-02,3547,2713.97,712418,42877,2023-12-28T00:00:00
400,Email - Facebook - Jan2024,Email,Facebook,27,2024-01-08,2024-04-02,3547,2713.97,712418,42877,2023-12-30T00:00:00
401,Social Media - TikTok - Nov2021,Social Media,TikTok,23,2021-11-05,2021-11-15,4222,3936.97,280117,19168,2021-11-03T00:00:00
402,Social Media - TikTok - Nov2021,Social Media,TikTok,54,2021-11-05,2021-11-15,4222,3936.97,280117,19168,2021-11-02T00:00:00
403,Social Media - TikTok - Nov2021,Social Media,TikTok,64,2021-11-05,2021-11-15,4222,3936.97,280117,19168,2021-11-01T00:00:00
404,Social Media - TikTok - Nov2021,Social Media,TikTok,46,2021-11-05,2021-11-15,4222,3936.97,280117,19168,2021-10-29T00:00:00
405,Social Media - TikTok - Nov2021,Social Media,TikTok,55,2021-11-05,2021-11-15,4222,3936.97,280117,19168,2021-10-23T00:00:00
406,Influencer - YouTube - Jan2023,Influencer,YouTube,42,2023-01-28,2023-02-15,73553,78534.13,15816762,814283,2023-01-17T00:00:00
407,Influencer - YouTube - Jan2023,Influencer,YouTube,21,2023-01-28,2023-02-15,73553,78534.13,15816762,814283,2023-01-21T00:00:00
408,Influencer - YouTube - Jan2023,Influencer,YouTube,28,2023-01-28,2023-02-15,73553,78534.13,15816762,814283,2023-01-19T00:00:00
409,Influencer - YouTube - Jan2023,Influencer,YouTube,34,2023-01-28,2023-02-15,73553,78534.13,15816762,814283,2023-01-18T00:00:00
410,Influencer - YouTube - Jan2023,Influencer,YouTube,41,2023-01-28,2023-02-15,73553,78534.13,15816762,814283,2023-01-18T00:00:00
411,Display - Twitter - Jan2024,Display,Twitter,42,2024-01-02,2024-01-13,4635,5146.77,645103,34274,2024-01-01T00:00:00
412,Display - Twitter - Jan2024,Display,Twitter,7,2024-01-02,2024-01-13,4635,5146.77,645103,34274,2023-12-25T00:00:00
413,Display - Twitter - Jan2024,Display,Twitter,8,2024-01-02,2024-01-13,4635,5146.77,645103,34274,2023-12-20T00:00:00
414,Display - Twitter - Jan2024,Display,Twitter,14,2024-01-02,2024-01-13,4635,5146.77,645103,34274,2023-12-25T00:00:00
415,Display - Twitter - Jan2024,Display,Twitter,2,2024-01-02,2024-01-13,4635,5146.77,645103,34274,2023-12-30T00:00:00
416,Display - Twitter - May2023,Display,Twitter,56,2023-05-29,2023-07-25,6351,4588.07,296131,7627,2023-05-23T00:00:00
417,Display - Twitter - May2023,Display,Twitter,53,2023-05-29,2023-07-25,6351,4588.07,296131,7627,2023-05-21T00:00:00
418,Display - Twitter - May2023,Display,Twitter,29,2023-05-29,2023-07-25,6351,4588.07,296131,7627,2023-05-16T00:00:00
419,Display - Twitter - May2023,Display,Twitter,33,2023-05-29,2023-07-25,6351,4588.07,296131,7627,2023-05-20T00:00:00
420,Search - YouTube - Oct2021,Search,YouTube,38,2021-10-28,2021-12-23,82498,88244.09,9021564,626198,2021-10-18T00:00:00
421,Video - Facebook - Sep2023,Video,Facebook,47,2023-09-30,2023-10-27,101293,92413.35,39809747,2176465,2023-09-20T00:00:00
422,Social Media - Google - Aug2022,Social Media,Google,35,2022-08-30,2022-11-09,48222,38456.79,7524817,391475,2022-08-24T00:00:00
423,Search - Instagram - Mar2024,Search,Instagram,32,2024-03-08,2024-04-20,15158,15531.58,3357547,121418,2024-03-07T00:00:00
424,Display - Google - Feb2021,Display,Google,48,2021-02-15,2021-03-23,28254,24611.7,8187990,343211,2021-02-04T00:00:00
425,Display - Google - Feb2021,Display,Google,10,2021-02-15,2021-03-23,28254,24611.7,8187990,343211,2021-02-13T00:00:00
426,Display - Google - Feb2021,Display,Google,16,2021-02-15,2021-03-23,28254,24611.7,8187990,343211,2021-02-06T00:00:00
427,Display - Google - Feb2021,Display,Google,30,2021-02-15,2021-03-23,28254,24611.7,8187990,343211,2021-02-03T00:00:00
428,Search - YouTube - Jun2021,Search,YouTube,35,2021-06-21,2021-07-12,3784,4099.76,955076,74758,2021-06-13T00:00:00
429,Search - YouTube - Jun2021,Search,YouTube,44,2021-06-21,2021-07-12,3784,4099.76,955076,74758,2021-06-18T00:00:00
430,Search - YouTube - Jun2021,Search,YouTube,15,2021-06-21,2021-07-12,3784,4099.76,955076,74758,2021-06-15T00:00:00
431,Search - YouTube - Jun2021,Search,YouTube,30,2021-06-21,2021-07-12,3784,4099.76,955076,74758,2021-06-09T00:00:00
432,Display - Instagram - Jul2022,Display,Instagram,57,2022-07-19,2022-09-07,2652,2251.86,239694,3117,2022-07-11T00:00:00
433,Display - Instagram - Jul2022,Display,Instagram,51,2022-07-19,2022-09-07,2652,2251.86,239694,3117,2022-07-07T00:00:00
434,Search - LinkedIn - Mar2022,Search,LinkedIn,34,2022-03-04,2022-04-01,77976,60183.43,22484371,1625996,2022-02-27T00:00:00
435,Search - LinkedIn - Mar2022,Search,LinkedIn,28,2022-03-04,2022-04-01,77976,60183.43,22484371,1625996,2022-02-23T00:00:00
436,Search - LinkedIn - Mar2022,Search,LinkedIn,11,2022-03-04,2022-04-01,77976,60183.43,22484371,1625996,2022-02-21T00:00:00
437,Display - Instagram - Mar2021,Display,Instagram,32,2021-03-08,2021-03-17,6858,7729.66,1085645,66759,2021-03-07T00:00:00
438,Display - Instagram - Mar2021,Display,Instagram,60,2021-03-08,2021-03-17,6858,7729.66,1085645,66759,2021-02-23T00:00:00
439,Display - Instagram - Mar2021,Display,Instagram,11,2021-03-08,2021-03-17,6858,7729.66,1085645,66759,2021-02-27T00:00:00
440,Display - Instagram - Mar2021,Display,Instagram,24,2021-03-08,2021-03-17,6858,7729.66,1085645,66759,2021-02-28T00:00:00
441,Display - Instagram - Mar2021,Display,Instagram,27,2021-03-08,2021-03-17,6858,7729.66,1085645,66759,2021-02-25T00:00:00
442,Influencer - Google - Mar2024,Influencer,Google,21,2024-03-27,2024-04-28,14602,16032.68,6821584,205408,2024-03-15T00:00:00
443,Influencer - Google - Mar2024,Influencer,Google,50,2024-03-27,2024-04-28,14602,16032.68,6821584,205408,2024-03-13T00:00:00
444,Influencer - Google - Mar2024,Influencer,Google,64,2024-03-27,2024-04-28,14602,16032.68,6821584,205408,2024-03-25T00:00:00
445,Influencer - Google - Mar2024,Influencer,Google,33,2024-03-27,2024-04-28,14602,16032.68,6821584,205408,2024-03-13T00:00:00
446,Influencer - Google - Mar2024,Influencer,Google,12,2024-03-27,2024-04-28,14602,16032.68,6821584,205408,2024-03-18T00:00:00
447,Social Media - Instagram - Dec2024,Social Media,Instagram,12,2024-12-01,2025-02-12,34888,33181.37,10485900,392029,2024-11-17T00:00:00
448,Social Media - Instagram - Dec2024,Social Media,Instagram,26,2024-12-01,2025-02-12,34888,33181.37,10485900,392029,2024-11-23T00:00:00
449,Video - LinkedIn - Jul2021,Video,LinkedIn,58,2021-07-07,2021-07-20,15287,16061.44,5103863,269531,2021-06-25T00:00:00
450,Video - LinkedIn - Jul2021,Video,LinkedIn,52,2021-07-07,2021-07-20,15287,16061.44,5103863,269531,2021-07-04T00:00:00
451,Video - LinkedIn - Jul2021,Video,LinkedIn,14,2021-07-07,2021-07-20,15287,16061.44,5103863,269531,2021-06-26T00:00:00
452,Video - LinkedIn - Jul2021,Video,LinkedIn,28,2021-07-07,2021-07-20,15287,16061.44,5103863,269531,2021-06-29T00:00:00
453,Display - TikTok - Oct2021,Display,TikTok,62,2021-10-26,2021-12-21,12500,11134.41,2028104,50548,2021-10-18T00:00:00
454,Display - TikTok - Oct2021,Display,TikTok,17,2021-10-26,2021-12-21,12500,11134.41,2028104,50548,2021-10-17T00:00:00
455,Display - TikTok - Oct2021,Display,TikTok,29,2021-10-26,2021-12-21,12500,11134.41,2028104,50548,2021-10-17T00:00:00
456,Display - TikTok - Oct2021,Display,TikTok,25,2021-10-26,2021-12-21,12500,11134.41,2028104,50548,2021-10-12T00:00:00
457,Display - LinkedIn - Jul2022,Display,LinkedIn,34,2022-07-06,2022-09-26,2992,3149.34,214980,10770,2022-07-04T00:00:00
458,Display - LinkedIn - Jul2022,Display,LinkedIn,30,2022-07-06,2022-09-26,2992,3149.34,214980,10770,2022-07-05T00:00:00
459,Display - LinkedIn - Jul2022,Display,LinkedIn,55,2022-07-06,2022-09-26,2992,3149.34,214980,10770,2022-06-27T00:00:00
460,Display - LinkedIn - Jul2022,Display,LinkedIn,59,2022-07-06,2022-09-26,2992,3149.34,214980,10770,2022-06-25T00:00:00
461,Display - LinkedIn - Jul2022,Display,LinkedIn,39,2022-07-06,2022-09-26,2992,3149.34,214980,10770,2022-07-02T00:00:00
462,Search - Instagram - Nov2021,Search,Instagram,20,2021-11-22,2022-02-04,94540,79457.16,5504888,393346,2021-11-08T00:00:00
463,Search - Instagram - Nov2021,Search,Instagram,26,2021-11-22,2022-02-04,94540,79457.16,5504888,393346,2021-11-17T00:00:00
464,Search - Instagram - Nov2021,Search,Instagram,40,2021-11-22,2022-02-04,94540,79457.16,5504888,393346,2021-11-09T00:00:00
465,Search - Instagram - Nov2021,Search,Instagram,4,2021-11-22,2022-02-04,94540,79457.16,5504888,393346,2021-11-08T00:00:00
466,Search - Instagram - Nov2021,Search,Instagram,12,2021-11-22,2022-02-04,94540,79457.16,5504888,393346,2021-11-17T00:00:00
467,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,49,2023-04-09,2023-05-20,11349,11107.0,894995,59335,2023-03-31T00:00:00
468,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,1,2023-04-09,2023-05-20,11349,11107.0,894995,59335,2023-04-04T00:00:00
469,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,50,2023-04-09,2023-05-20,11349,11107.0,894995,59335,2023-04-05T00:00:00
470,Influencer - LinkedIn - Apr2023,Influencer,LinkedIn,30,2023-04-09,2023-05-20,11349,11107.0,894995,59335,2023-03-29T00:00:00
471,Display - Twitter - May2023,Display,Twitter,5,2023-05-01,2023-07-27,28278,32734.09,13907464,319671,2023-04-28T00:00:00
472,Display - Twitter - May2023,Display,Twitter,32,2023-05-01,2023-07-27,28278,32734.09,13907464,319671,2023-04-20T00:00:00
473,Display - Twitter - May2023,Display,Twitter,2,2023-05-01,2023-07-27,28278,32734.09,13907464,319671,2023-04-23T00:00:00
474,Video - Twitter - Jun2020,Video,Twitter,63,2020-06-19,2020-07-23,16149,17267.68,976968,56335,2020-06-17T00:00:00
475,Video - Twitter - Jun2020,Video,Twitter,26,2020-06-19,2020-07-23,16149,17267.68,976968,56335,2020-06-17T00:00:00
476,Video - Twitter - Jun2020,Video,Twitter,30,2020-06-19,2020-07-23,16149,17267.68,976968,56335,2020-06-09T00:00:00
477,Video - Twitter - Jun2020,Video,Twitter,5,2020-06-19,2020-07-23,16149,17267.68,976968,56335,2020-06-08T00:00:00
478,Display - TikTok - Nov2021,Display,TikTok,50,2021-11-26,2021-12-27,12758,13889.02,5578668,363277,2021-11-25T00:00:00
479,Search - YouTube - Sep2022,Search,YouTube,42,2022-09-06,2022-10-16,79022,63194.51,26810200,1121270,2022-08-31T00:00:00
480,Search - TikTok - Sep2022,Search,TikTok,63,2022-09-24,2022-12-17,39368,,3876769,246449,2022-09-19T00:00:00
481,Display - Instagram - Jul2022,Display,Instagram,19,2022-07-20,2022-09-01,5868,6192.8,738707,47653,2022-07-13T00:00:00
482,Display - Instagram - Jul2022,Display,Instagram,38,2022-07-20,2022-09-01,5868,6192.8,738707,47653,2022-07-08T00:00:00
483,Display - Instagram - Jul2022,Display,Instagram,48,2022-07-20,2022-09-01,5868,6192.8,738707,47653,2022-07-17T00:00:00
484,Social Media - Instagram - Mar2021,Social Media,Instagram,22,2021-03-04,2021-03-25,6089,6424.96,1004641,25838,2021-02-21T00:00:00
485,Display - Instagram - Jun2022,Display,Instagram,64,2022-06-26,2022-07-26,9628,8493.93,4072187,55709,2022-06-25T00:00:00
486,Display - Instagram - Jun2022,Display,Instagram,7,2022-06-26,2022-07-26,9628,8493.93,4072187,55709,2022-06-22T00:00:00
487,Display - Instagram - Jun2022,Display,Instagram,43,2022-06-26,2022-07-26,9628,8493.93,4072187,55709,2022-06-19T00:00:00
488,Display - Instagram - Jun2022,Display,Instagram,42,2022-06-26,2022-07-26,9628,8493.93,4072187,55709,2022-06-20T00:00:00
489,Display - Instagram - Jun2022,Display,Instagram,45,2022-06-26,2022-07-26,9628,8493.93,4072187,55709,2022-06-17T00:00:00
490,Search - Instagram - Mar2024,Search,Instagram,40,2024-03-18,2024-04-20,90850,63773.33,28837272,1083888,2024-03-15T00:00:00
491,Search - Instagram - Mar2024,Search,Instagram,21,2024-03-18,2024-04-20,90850,63773.33,28837272,1083888,2024-03-14T00:00:00
492,Search - Instagram - Mar2024,Search,Instagram,64,2024-03-18,2024-04-20,90850,63773.33,28837272,1083888,2024-03-07T00:00:00
493,Search - Instagram - Mar2024,Search,Instagram,9,2024-03-18,2024-04-20,90850,63773.33,28837272,1083888,2024-03-16T00:00:00
494,Email - Facebook - Feb2024,Email,Facebook,25,2024-02-12,2024-04-21,7418,7413.02,2619287,45930,2024-02-04T00:00:00
495,Email - Facebook - Feb2024,Email,Facebook,15,2024-02-12,2024-04-21,7418,7413.02,2619287,45930,2024-02-10T00:00:00
496,Email - Facebook - Feb2024,Email,Facebook,17,2024-02-12,2024-04-21,7418,7413.02,2619287,45930,2024-02-09T00:00:00
497,Email - Facebook - Feb2024,Email,Facebook,9,2024-02-12,2024-04-21,7418,7413.02,2619287,45930,2024-02-04T00:00:00
498,Social Media - Google - Apr2022,Social Media,Google,23,2022-04-15,2022-06-30,7742,6264.85,1824030,33700,2022-04-07T00:00:00
499,Social Media - Google - Apr2022,Social Media,Google,13,2022-04-15,2022-06-30,7742,6264.85,1824030,33700,2022-04-03T00:00:00
500,Social Media - Google - Apr2022,Social Media,Google,26,2022-04-15,2022-06-30,7742,6264.85,1824030,33700,2022-04-10T00:00:00
501,Social Media - Google - Apr2022,Social Media,Google,21,2022-04-15,2022-06-30,7742,6264.85,1824030,33700,2022-04-14T00:00:00
502,Influencer - LinkedIn - Feb2020,Influencer,LinkedIn,58,2020-02-10,2020-02-28,45291,47350.88,21404215,1400967,2020-01-27T00:00:00
503,Influencer - LinkedIn - Feb2020,Influencer,LinkedIn,43,2020-02-10,2020-02-28,45291,47350.88,21404215,1400967,2020-02-01T00:00:00
504,Search - Twitter - Feb2022,Search,Twitter,38,2022-02-26,2022-05-11,19447,19678.9,2244555,75883,2022-02-16T00:00:00
505,Search - Twitter - Feb2022,Search,Twitter,42,2022-02-26,2022-05-11,19447,19678.9,2244555,75883,2022-02-21T00:00:00
506,Search - Twitter - Feb2022,Search,Twitter,23,2022-02-26,2022-05-11,19447,19678.9,2244555,75883,2022-02-17T00:00:00
507,Display - YouTube - Nov2022,Display,YouTube,5,2022-11-25,2022-12-06,20152,20925.21,8613498,219461,2022-11-20T00:00:00
508,Display - YouTube - Nov2022,Display,YouTube,22,2022-11-25,2022-12-06,20152,20925.21,8613498,219461,2022-11-18T00:00:00
509,Display - YouTube - Nov2022,Display,YouTube,24,2022-11-25,2022-12-06,20152,20925.21,8613498,219461,2022-11-17T00:00:00
510,Display - YouTube - Nov2022,Display,YouTube,39,2022-11-25,2022-12-06,20152,20925.21,8613498,219461,2022-11-15T00:00:00
511,Social Media - Instagram - Mar2020,Social Media,Instagram,53,2020-03-25,2020-04-22,37070,40258.85,11272635,305744,2020-03-12T00:00:00
512,Email - Twitter - Sep2022,Email,Twitter,46,2022-09-13,2022-11-16,5441,,2449629,88436,2022-09-09T00:00:00
513,Email - Twitter - Sep2022,Email,Twitter,51,2022-09-13,2022-11-16,5441,,2449629,88436,2022-09-04T00:00:00
514,Email - Twitter - Sep2022,Email,Twitter,12,2022-09-13,2022-11-16,5441,,2449629,88436,2022-09-11T00:00:00
515,Email - Twitter - Sep2022,Email,Twitter,55,2022-09-13,2022-11-16,5441,,2449629,88436,2022-09-01T00:00:00
516,Influencer - TikTok - Jul2021,Influencer,TikTok,6,2021-07-11,2021-08-29,76972,65347.96,9327729,248544,2021-06-27T00:00:00
517,Influencer - TikTok - Jul2021,Influencer,TikTok,10,2021-07-11,2021-08-29,76972,65347.96,9327729,248544,2021-06-30T00:00:00
518,Influencer - TikTok - Jul2021,Influencer,TikTok,36,2021-07-11,2021-08-29,76972,65347.96,9327729,248544,2021-07-07T00:00:00
519,Email - Instagram - Jan2022,Email,Instagram,53,2022-01-10,2022-04-10,4936,5159.18,1774479,122562,2022-01-09T00:00:00
520,Email - Instagram - Jan2022,Email,Instagram,41,2022-01-10,2022-04-10,4936,5159.18,1774479,122562,2021-12-30T00:00:00
521,Email - Instagram - Jan2022,Email,Instagram,17,2022-01-10,2022-04-10,4936,5159.18,1774479,122562,2021-12-27T00:00:00
522,Display - Twitter - Oct2023,Display,Twitter,17,2023-10-12,2023-12-04,6378,6395.1,1029861,68292,2023-09-28T00:00:00
523,Influencer - LinkedIn - Feb2024,Influencer,LinkedIn,50,2024-02-29,2024-05-08,36399,36577.12,12795093,640259,2024-02-28T00:00:00
524,Email - YouTube - Aug2020,Email,YouTube,26,2020-08-16,2020-09-14,5341,6107.63,1891864,93280,2020-08-12T00:00:00
525,Email - YouTube - Aug2020,Email,YouTube,52,2020-08-16,2020-09-14,5341,6107.63,1891864,93280,2020-08-06T00:00:00
526,Email - YouTube - Aug2020,Email,YouTube,37,2020-08-16,2020-09-14,5341,6107.63,1891864,93280,2020-08-03T00:00:00
527,Email - YouTube - Aug2020,Email,YouTube,38,2020-08-16,2020-09-14,5341,6107.63,1891864,93280,2020-08-07T00:00:00
528,Social Media - YouTube - Jul2023,Social Media,YouTube,13,2023-07-20,2023-08-23,40751,45128.0,10957757,396772,2023-07-10T00:00:00
529,Social Media - YouTube - Jul2023,Social Media,YouTube,50,2023-07-20,2023-08-23,40751,45128.0,10957757,396772,2023-07-11T00:00:00
530,Social Media - Facebook - Nov2022,Social Media,Facebook,4,2022-11-14,2023-01-29,48168,52352.39,12951775,488991,2022-11-08T00:00:00
531,Social Media - Facebook - Nov2022,Social Media,Facebook,38,2022-11-14,2023-01-29,48168,52352.39,12951775,488991,2022-11-09T00:00:00
532,Social Media - Facebook - Nov2022,Social Media,Facebook,18,2022-11-14,2023-01-29,48168,52352.39,12951775,488991,2022-11-08T00:00:00
533,Social Media - Facebook - Nov2022,Social Media,Facebook,44,2022-11-14,2023-01-29,48168,52352.39,12951775,488991,2022-11-09T00:00:00
534,Display - LinkedIn - Jan2022,Display,LinkedIn,6,2022-01-19,2022-04-16,12726,12161.98,848774,48556,2022-01-16T00:00:00
535,Search - YouTube - Sep2022,Search,YouTube,12,2022-09-16,2022-12-13,82241,78787.51,34668974,1977978,2022-09-03T00:00:00
536,Search - YouTube - Sep2022,Search,YouTube,4,2022-09-16,2022-12-13,82241,78787.51,34668974,1977978,2022-09-10T00:00:00
537,Search - YouTube - Sep2022,Search,YouTube,13,2022-09-16,2022-12-13,82241,78787.51,34668974,1977978,2022-09-05T00:00:00
538,Social Media - Facebook - Dec2024,Social Media,Facebook,9,2024-12-25,2025-02-09,1366,1005.62,501137,38809,2024-12-21T00:00:00
539,Social Media - Facebook - Dec2024,Social Media,Facebook,17,2024-12-25,2025-02-09,1366,1005.62,501137,38809,2024-12-12T00:00:00
540,Social Media - Facebook - Dec2024,Social Media,Facebook,25,2024-12-25,2025-02-09,1366,1005.62,501137,38809,2024-12-17T00:00:00
541,Social Media - Facebook - Dec2024,Social Media,Facebook,1,2024-12-25,2025-02-09,1366,1005.62,501137,38809,2024-12-17T00:00:00
542,Social Media - Facebook - Dec2024,Social Media,Facebook,21,2024-12-25,2025-02-09,1366,1005.62,501137,38809,2024-12-11T00:00:00
543,Influencer - Facebook - May2023,Influencer,Facebook,54,2023-05-08,2023-08-02,72255,71301.64,7786764,155940,2023-05-04T00:00:00
544,Influencer - Facebook - May2023,Influencer,Facebook,33,2023-05-08,2023-08-02,72255,71301.64,7786764,155940,2023-05-07T00:00:00
545,Influencer - Facebook - May2023,Influencer,Facebook,18,2023-05-08,2023-08-02,72255,71301.64,7786764,155940,2023-05-02T00:00:00
546,Influencer - Facebook - May2023,Influencer,Facebook,63,2023-05-08,2023-08-02,72255,71301.64,7786764,155940,2023-05-03T00:00:00
547,Influencer - Facebook - May2023,Influencer,Facebook,10,2023-05-08,2023-08-02,72255,71301.64,7786764,155940,2023-04-25T00:00:00
548,Video - TikTok - Mar2022,Video,TikTok,34,2022-03-11,2022-05-09,94796,99047.18,40496924,1766592,2022-03-05T00:00:00
549,Video - TikTok - Mar2022,Video,TikTok,50,2022-03-11,2022-05-09,94796,99047.18,40496924,1766592,2022-02-27T00:00:00
550,Social Media - Instagram - Jun2023,Social Media,Instagram,62,2023-06-14,2023-09-12,11466,9896.48,4759059,80994,2023-05-31T00:00:00
551,Social Media - Instagram - Jun2023,Social Media,Instagram,9,2023-06-14,2023-09-12,11466,9896.48,4759059,80994,2023-06-03T00:00:00
552,Social Media - Instagram - Jun2023,Social Media,Instagram,28,2023-06-14,2023-09-12,11466,9896.48,4759059,80994,2023-06-13T00:00:00
553,Social Media - Instagram - Jun2023,Social Media,Instagram,61,2023-06-14,2023-09-12,11466,9896.48,4759059,80994,2023-06-03T00:00:00
554,Social Media - Instagram - Nov2023,Social Media,Instagram,51,2023-11-09,2023-12-28,36326,29087.47,1653562,49262,2023-11-02T00:00:00
555,Social Media - Instagram - Nov2023,Social Media,Instagram,39,2023-11-09,2023-12-28,36326,29087.47,1653562,49262,2023-11-08T00:00:00
556,Social Media - Instagram - Nov2023,Social Media,Instagram,34,2023-11-09,2023-12-28,36326,29087.47,1653562,49262,2023-10-26T00:00:00
557,Email - Instagram - Feb2021,Email,Instagram,32,2021-02-16,2021-04-11,4530,4120.11,598311,17963,2021-02-06T00:00:00
558,Display - Twitter - Aug2022,Display,Twitter,5,2022-08-02,2022-08-11,23369,19590.04,4042747,117348,2022-07-25T00:00:00
559,Display - Twitter - Aug2022,Display,Twitter,64,2022-08-02,2022-08-11,23369,19590.04,4042747,117348,2022-07-28T00:00:00
560,Display - Twitter - Aug2022,Display,Twitter,13,2022-08-02,2022-08-11,23369,19590.04,4042747,117348,2022-07-20T00:00:00
561,Display - Twitter - Aug2022,Display,Twitter,38,2022-08-02,2022-08-11,23369,19590.04,4042747,117348,2022-07-25T00:00:00
562,Display - Twitter - Aug2022,Display,Twitter,35,2022-08-02,2022-08-11,23369,19590.04,4042747,117348,2022-07-26T00:00:00
563,Email - Twitter - May2023,Email,Twitter,27,2023-05-28,2023-07-23,4919,3813.0,791145,11440,2023-05-27T00:00:00
564,Email - Twitter - May2023,Email,Twitter,38,2023-05-28,2023-07-23,4919,3813.0,791145,11440,2023-05-18T00:00:00
565,Social Media - YouTube - Aug2023,Social Media,YouTube,31,2023-08-30,2023-11-18,12926,12519.93,2213839,165353,2023-08-17T00:00:00
566,Video - LinkedIn - Sep2024,Video,LinkedIn,44,2024-09-17,2024-10-20,66654,59455.89,27860171,1485620,2024-09-05T00:00:00
567,Video - LinkedIn - Sep2024,Video,LinkedIn,28,2024-09-17,2024-10-20,66654,59455.89,27860171,1485620,2024-09-14T00:00:00
568,Video - LinkedIn - Sep2024,Video,LinkedIn,22,2024-09-17,2024-10-20,66654,59455.89,27860171,1485620,2024-09-04T00:00:00
