event_id,event_time,user_id,session_id,page_type,product_id,campaign_id,device,browser,session_duration_seconds
12469,2021-04-19T05:53:56,2303,session_75594,home,,,tablet,Samsung Internet,1120
12470,2023-09-11T15:52:37,3783,session_75223,checkout,,,,,630
12471,2020-02-13T13:20:15,,session_67856,home,,,desktop,Chrome,1103
12472,2020-06-26T23:15:08,,session_21510,cart,,,tablet,Firefox,97
12473,2021-01-18T03:45:05,,session_2770,home,,,mobile,Firefox,494
12474,2023-01-06T18:36:09,,session_68557,search,,,tablet,Firefox,1370
12475,2020-10-16T02:36:23,,session_31261,search,,,tablet,Safari,1182
12476,2021-04-30T22:48:40,,session_53671,search,,,mobile,Edge,189
12477,2020-07-22T09:41:20,,session_56641,home,,,tablet,Firefox,1669
12478,2024-04-16T00:05:26,,session_74298,checkout,,,tablet,Chrome,892
12479,2021-08-09T04:20:31,,session_18351,checkout,,,tablet,Samsung Internet,153
12480,2024-03-30T10:27:47,1975,session_7747,product_detail,34,,desktop,Samsung Internet,1166
12481,2023-10-24T06:58:28,2682,session_98287,category,,,mobile,Samsung Internet,845
12482,2021-11-12T17:38:27,,session_45206,account,,,tablet,Chrome,1160
12483,2023-01-13T15:07:48,589,session_25692,category,,,tablet,Samsung Internet,1155
12484,2024-08-08T05:01:52,3880,session_77618,checkout,,,mobile,Samsung Internet,1492
12485,2023-04-12T05:29:04,,session_55518,category,,,tablet,Safari,759
12486,2021-03-19T11:27:24,,session_5972,search,,,tablet,Samsung Internet,302
12487,2023-07-18T14:07:07,4099,session_21014,checkout,,,tablet,Edge,1235
12488,2020-09-14T23:07:32,,session_17794,search,,,tablet,Edge,1443
12489,2024-07-20T22:09:23,,session_6059,home,,,,,215
12490,2021-06-19T04:18:48,,session_81683,category,,,desktop,Chrome,97
12491,2021-05-22T21:49:12,,session_44180,product_detail,1,312,tablet,Chrome,1231
12492,2022-05-15T06:02:16,2353,session_69016,cart,,,mobile,Samsung Internet,216
12493,2021-04-03T05:27:07,,session_25932,home,,,tablet,Samsung Internet,177
12494,2022-03-27T01:53:50,,session_8627,checkout,,,desktop,Firefox,1466
12495,2024-03-13T09:56:27,,session_39532,product_detail,19,794,tablet,Safari,1726
12496,2020-01-03T02:17:39,,session_29726,search,,,,,874
12497,2022-09-29T20:53:14,1348,session_1982,home,,,tablet,Samsung Internet,1658
12498,2022-07-06T20:47:22,,session_53254,checkout,,,tablet,Safari,1093
12499,2024-03-11T02:57:15,3810,session_66263,account,,,tablet,Safari,1229
12500,2022-07-21T11:31:12,,session_73985,account,,,desktop,Firefox,1487
12501,2022-06-25T22:56:19,,session_72040,search,,,tablet,Edge,1350
12502,2023-09-04T03:34:55,,session_97750,home,,,tablet,Safari,1751
12503,2021-07-16T09:06:37,,session_21834,home,,,desktop,Firefox,402
12504,2023-01-27T00:25:48,,session_32385,cart,,,desktop,Safari,1630
12505,2024-11-16T00:30:46,690,session_76955,category,,,tablet,Edge,699
12506,2024-11-07T22:17:24,,session_11699,home,,,desktop,Firefox,1526
12507,2023-04-15T01:00:35,3800,session_793,search,,,,,1396
12508,2022-03-22T18:08:36,,session_98353,checkout,,,mobile,Samsung Internet,522
12509,2024-12-03T22:21:44,,session_88756,checkout,,,mobile,Edge,772
12510,2023-11-13T03:18:41,1617,session_5363,category,,,,,1240
12511,2020-08-15T03:24:16,,session_37233,checkout,,,mobile,Chrome,816
12512,2021-08-16T12:42:58,,session_92320,category,,,desktop,Samsung Internet,278
12513,2021-02-02T16:38:53,,session_7438,cart,,,tablet,Safari,1007
12514,2021-03-14T07:10:46,,session_74090,category,,,mobile,Samsung Internet,1109
12515,2024-01-21T10:51:07,3536,session_26784,home,,,desktop,Chrome,980
12516,2024-12-29T13:43:42,905,session_2873,home,,,desktop,Firefox,819
12517,2023-01-19T02:44:40,2781,session_5026,account,,,tablet,Firefox,1270
12518,2030-01-01T00:00:00,,session_52198,cart,,,desktop,Safari,467
12519,2024-11-09T21:46:53,,session_54223,home,,,mobile,Chrome,1628
12520,2024-12-19T14:37:45,,session_74388,home,,,mobile,Safari,626
12521,2021-02-03T12:37:33,1213,session_42253,home,,,mobile,Samsung Internet,1026
12522,2023-10-08T17:30:47,4430,session_32564,checkout,,,tablet,Firefox,846
12523,2020-10-31T23:12:48,,session_77509,account,,,tablet,Safari,571
12524,2023-06-15T03:52:46,4569,session_6330,search,,,mobile,Samsung Internet,1574
12525,2024-06-18T21:35:03,4085,session_22031,cart,,,tablet,Safari,1654
12526,2024-07-07T10:48:32,4894,session_80270,search,,,tablet,Samsung Internet,1187
12527,2020-12-27T08:45:37,,session_80072,checkout,,,tablet,Edge,133
12528,2024-11-05T10:48:59,3669,session_85489,search,,,tablet,Safari,340
12529,2023-03-07T19:20:57,,session_13467,checkout,,,tablet,Edge,491
12530,2021-08-13T14:00:29,,session_40329,category,,,desktop,Chrome,1197
12531,2023-10-20T03:04:07,3034,session_61953,home,,,mobile,Samsung Internet,264
12532,2022-10-13T16:37:41,4932,session_95895,search,,,tablet,Safari,1726
12533,2020-07-13T17:57:14,,session_23147,product_detail,51,,desktop,Edge,1612
12534,2022-06-06T23:02:39,,session_93515,cart,,,tablet,Safari,229
12535,2022-07-29T17:07:46,,session_21195,cart,,,tablet,Samsung Internet,1663
12536,2023-05-17T05:52:33,,session_27911,product_detail,62,171,mobile,Firefox,1284
12537,2023-08-10T05:22:43,,session_95446,search,,,mobile,Chrome,899
12538,2020-03-17T01:26:46,,session_80176,account,,,tablet,Edge,1413
12539,2020-06-27T10:18:27,,session_59355,cart,,,tablet,Safari,501
12540,2030-01-01T00:00:00,,session_15033,checkout,,,tablet,Edge,580
12541,2021-08-05T19:10:19,,session_60701,category,,,mobile,Firefox,177
12542,2021-07-30T14:53:08,1352,session_83521,account,,,desktop,Edge,111
12543,2022-08-17T06:06:24,,session_74611,checkout,,,mobile,Firefox,1124
12544,2023-03-10T05:00:48,2656,session_76283,checkout,,,mobile,Chrome,1063
12545,2022-07-09T20:37:05,,session_73866,category,,,mobile,Edge,1203
12546,2024-11-15T02:41:26,3331,session_11877,cart,,,desktop,Chrome,1547
12547,2021-01-06T11:48:10,3171,session_14029,search,,,tablet,Edge,450
12548,2021-10-23T21:31:22,,session_76440,product_detail,60,,tablet,Edge,1761
12549,2022-07-17T00:39:54,,session_26612,category,,,mobile,Edge,152
12550,2020-04-04T07:02:00,,session_62558,checkout,,,mobile,Chrome,114
12551,2023-07-02T02:11:37,,session_98039,cart,,,mobile,Samsung Internet,266
12552,2024-03-28T17:30:30,1690,session_64945,home,,,tablet,Samsung Internet,1616
12553,2023-11-17T16:08:01,,session_93350,checkout,,,mobile,Edge,1662
12554,2020-07-09T17:32:39,,session_60723,cart,,,tablet,Samsung Internet,663
12555,2020-09-04T10:20:59,,session_57834,product_detail,50,,tablet,Chrome,434
12556,2020-04-24T18:26:25,,session_11451,category,,,tablet,Edge,1603
12557,2024-12-23T11:06:21,2421,session_19573,home,,,desktop,Edge,198
12558,2021-03-01T13:37:17,,session_68373,checkout,,,desktop,Edge,1695
12559,2022-07-30T03:28:04,2953,session_42219,search,,,desktop,Safari,1012
12560,2021-06-28T23:50:10,714,session_13901,category,,,desktop,Chrome,1086
12561,2021-08-15T08:54:53,,session_25132,cart,,,mobile,Edge,1281
12562,2030-01-01T00:00:00,,session_60594,home,,,desktop,Chrome,1748
12563,2022-11-30T11:04:04,,session_51088,category,,,tablet,Edge,875
12564,2022-03-18T03:26:46,4808,session_98513,checkout,,,desktop,Safari,1216
12565,2020-02-22T09:48:06,,session_3544,product_detail,33,,mobile,Samsung Internet,1342
12566,2024-09-12T17:48:27,3898,session_34601,home,,,tablet,Samsung Internet,262
12567,2022-04-11T22:24:35,,session_31187,search,,,,,1472
12568,2022-04-10T16:51:11,,session_95228,account,,,tablet,Edge,970
12569,2022-01-05T15:01:34,,session_56304,account,,,tablet,Safari,250
12570,2024-09-08T10:39:10,900,session_72541,product_detail,46,336,desktop,Edge,1252
12571,2020-02-10T04:31:39,,session_19682,cart,,,desktop,Firefox,753
12572,2022-05-01T01:54:21,,session_91071,account,,,desktop,Firefox,1600
12573,2021-11-26T06:38:41,,session_42865,home,,,desktop,Firefox,1000
12574,2024-07-24T07:05:55,3168,session_49750,cart,,,tablet,Edge,1043
12575,2024-08-23T15:57:01,3727,session_74018,category,,,desktop,Edge,526
12576,2020-11-13T07:35:11,,session_30543,home,,,tablet,Firefox,1780
12577,2022-09-05T21:24:26,,session_84537,search,,,mobile,Edge,-1277
12578,2021-07-14T01:36:28,,session_36677,cart,,,tablet,Samsung Internet,-647
12579,2022-12-22T01:37:59,1714,session_63375,search,,,desktop,Safari,889
12580,2020-03-27T07:22:34,,session_52991,home,,,tablet,Chrome,1449
12581,2020-03-08T18:14:01,,session_47792,home,,,tablet,Safari,-1639
12582,2021-10-11T13:20:33,,session_29688,cart,,,desktop,Chrome,1239
12583,2023-01-15T06:45:37,3655,session_76003,product_detail,28,,tablet,Samsung Internet,1083
12584,2023-05-22T12:46:22,1508,session_62035,account,,,mobile,Safari,1278
12585,2030-01-01T00:00:00,4984,session_15836,search,,,desktop,Firefox,1447
12586,2020-09-01T11:57:25,,session_81113,cart,,,desktop,Edge,1111
12587,2021-10-07T15:55:03,4074,session_127,category,,,desktop,Safari,458
12588,2022-11-27T22:14:24,901,session_81442,search,,,desktop,Samsung Internet,1716
12589,2021-10-27T17:03:08,717,session_63396,account,,,tablet,Edge,1709
12590,2020-03-23T22:33:54,,session_76376,account,,,mobile,Firefox,1636
12591,2020-08-09T13:14:51,,session_21794,cart,,,desktop,Firefox,673
12592,2020-11-24T16:07:43,4247,session_91141,product_detail,7,1447,mobile,Firefox,1699
12593,2024-11-27T18:42:15,991,session_4310,cart,,,mobile,Edge,519
12594,2023-01-04T13:49:19,,session_3025,category,,,,,1240
12595,2023-02-17T21:24:37,,session_39694,checkout,,,mobile,Edge,1623
12596,2024-01-14T08:57:40,2585,session_30541,category,,,mobile,Safari,167
12597,2024-02-01T20:54:10,2910,session_22830,checkout,,,mobile,Samsung Internet,874
12598,2021-06-15T09:42:19,,session_80847,account,,,mobile,Chrome,193
12599,2023-07-10T10:54:13,,session_39854,product_detail,23,,mobile,Edge,328
12600,2023-05-29T05:31:57,2711,session_42896,search,,,mobile,Chrome,953
12601,2023-07-03T13:24:56,3917,session_62358,category,,,desktop,Chrome,849
12602,2020-07-17T05:35:37,,session_53017,category,,,tablet,Safari,664
12603,2022-11-03T10:41:37,,session_99681,cart,,,tablet,Safari,-752
12604,2020-06-09T01:21:38,,session_30339,account,,,desktop,Chrome,1633
12605,2023-10-29T12:53:22,417,session_75588,checkout,,,tablet,Firefox,366
12606,2023-07-15T23:36:10,1882,session_65706,cart,,,desktop,Chrome,533
12607,2021-06-05T18:56:18,,session_70536,cart,,,tablet,Safari,1362
12608,2022-01-20T22:51:33,,session_28527,category,,,tablet,Chrome,310
12609,2020-11-08T09:17:38,,session_84702,home,,,desktop,Firefox,1368
12610,2020-10-29T23:15:05,,session_90100,account,,,mobile,Firefox,1631
12611,2022-04-07T10:46:58,2059,session_38049,checkout,,,desktop,Firefox,1683
12612,2022-04-27T11:22:25,,session_65907,home,,,desktop,Chrome,93
12613,2023-01-02T02:38:17,2664,session_20934,account,,,desktop,Safari,1392
12614,2023-06-15T04:18:00,,session_74176,product_detail,13,1284,tablet,Edge,1172
12615,2022-09-14T03:15:23,1246,session_77062,search,,,tablet,Safari,1624
12616,2023-06-28T02:08:07,,session_18930,category,,,mobile,Firefox,1471
12617,2023-01-25T08:19:26,153,session_76302,account,,,mobile,Safari,1138
12618,2021-02-05T14:01:33,,session_37938,account,,,tablet,Chrome,1675
12619,2023-02-15T07:50:13,1340,session_20849,account,,,mobile,Edge,1481
12620,2020-09-16T09:44:57,,session_67972,product_detail,61,,mobile,Safari,1752
12621,2024-08-01T20:12:46,,session_64666,search,,,mobile,Chrome,1419
12622,2023-03-09T21:22:29,3098,session_20385,checkout,,,tablet,Chrome,1271
12623,2023-12-31T05:50:55,328,session_62843,product_detail,45,,tablet,Chrome,267
12624,2021-12-06T16:36:28,,session_43735,search,,,tablet,Samsung Internet,410
12625,2020-10-04T12:36:31,,session_32873,cart,,,tablet,Edge,415
12626,2021-01-19T22:39:02,,session_99190,checkout,,,desktop,Samsung Internet,639
12627,2022-07-25T18:10:26,1079,session_49075,checkout,,,tablet,Edge,-1260
12628,2020-01-29T15:16:20,,session_39009,cart,,,mobile,Edge,1793
12629,2020-04-07T10:17:10,,session_91214,product_detail,44,,mobile,Firefox,266
12630,2020-03-30T14:14:16,2178,session_81692,search,,,mobile,Safari,1688
12631,2020-06-20T02:55:36,,session_26126,cart,,,mobile,Samsung Internet,1052
12632,2022-04-12T00:48:43,1984,session_53015,search,,,tablet,Safari,799
12633,2024-11-23T01:07:55,,session_784,search,,,mobile,Samsung Internet,1475
12634,2023-08-28T05:40:29,961,session_54966,category,,,tablet,Samsung Internet,656
12635,2024-07-17T14:38:58,1926,session_96507,checkout,,,,,1682
12636,2020-11-25T22:13:41,,session_41637,cart,,,mobile,Edge,962
12637,2023-12-26T02:12:43,,session_97745,category,,,desktop,Firefox,377
12638,2022-11-25T10:12:29,4488,session_65924,account,,,tablet,Chrome,-260
12639,2024-01-21T20:57:56,,session_1953,category,,,tablet,Edge,1163
12640,2022-08-23T21:43:25,,session_88006,checkout,,,desktop,Firefox,1563
12641,2021-04-01T21:48:16,3849,session_18336,cart,,,desktop,Edge,119
12642,2021-09-28T01:36:19,,session_88580,account,,,desktop,Firefox,513
12643,2020-09-10T09:49:25,,session_2611,checkout,,,desktop,Samsung Internet,440
12644,2021-02-26T12:53:17,,session_51073,cart,,,mobile,Firefox,1419
12645,2024-03-22T09:30:25,,session_60813,cart,,,desktop,Chrome,1325
12646,2022-02-18T22:27:28,,session_28403,cart,,,tablet,Chrome,1307
12647,2023-12-15T22:46:18,1248,session_66735,account,,,desktop,Samsung Internet,1413
12648,2020-11-12T19:19:36,,session_96214,home,,,mobile,Chrome,1047
12649,2023-07-06T17:49:03,1836,session_37196,account,,,mobile,Safari,620
12650,2024-04-17T13:29:17,,session_1937,cart,,,,,1091
12651,2020-02-22T11:34:33,,session_22682,home,,,tablet,Safari,1631
12652,2021-10-05T08:05:12,,session_38977,account,,,mobile,Chrome,641
12653,2023-12-20T20:02:48,,session_19538,product_detail,15,,mobile,Chrome,154
12654,2023-04-17T02:05:00,4636,session_38798,cart,,,mobile,Samsung Internet,641
12655,2024-02-14T06:53:08,4462,session_19653,category,,,tablet,Edge,635
12656,2022-01-06T14:14:47,,session_90263,category,,,mobile,Samsung Internet,1258
12657,2022-05-16T04:23:50,1076,session_93096,product_detail,57,,mobile,Firefox,426
12658,2022-03-05T13:08:03,,session_43192,account,,,mobile,Chrome,190
12659,2024-04-10T17:39:34,852,session_23641,checkout,,,,,1748
12660,2022-01-09T12:43:21,4207,session_59406,checkout,,,desktop,Firefox,1047
12661,2021-01-15T22:01:05,,session_71199,account,,,mobile,Firefox,354
12662,2023-12-04T14:24:35,4802,session_54822,cart,,,desktop,Safari,1772
12663,2021-08-15T19:33:31,351,session_70047,cart,,,desktop,Safari,1309
12664,2023-03-22T17:44:55,4423,session_2309,search,,,mobile,Firefox,1061
12665,2020-10-30T16:05:37,,session_65609,account,,,desktop,Chrome,1208
12666,2023-11-11T01:57:42,907,session_3403,category,,,mobile,Chrome,1704
12667,2022-07-07T19:32:29,3619,session_6405,cart,,,mobile,Firefox,1540
12668,2024-10-23T12:20:06,1619,session_21154,cart,,,,,631
12669,2021-08-07T06:36:38,3071,session_90580,product_detail,7,,desktop,Firefox,816
12670,2023-03-24T20:25:42,2582,session_50378,cart,,,tablet,Chrome,1279
12671,2021-08-19T13:18:00,,session_21737,product_detail,35,,tablet,Samsung Internet,766
12672,2023-05-02T22:26:51,2285,session_20418,search,,,mobile,Firefox,956
12673,2024-03-23T17:36:15,1752,session_46204,category,,,mobile,Chrome,1548
12674,2022-10-02T03:16:04,3669,session_69566,search,,,mobile,Edge,868
12675,2020-01-20T09:37:25,,session_42145,account,,,desktop,Edge,394
12676,2021-08-26T03:31:59,,session_6814,account,,,tablet,Firefox,164
12677,2023-12-04T06:23:35,2599,session_16275,product_detail,35,,mobile,Edge,690
12678,2030-01-01T00:00:00,,session_59444,product_detail,50,,tablet,Safari,415
12679,2020-01-12T22:15:39,,session_89349,product_detail,4,,mobile,Chrome,137
12680,2024-01-25T15:57:08,,session_95659,cart,,,desktop,Safari,1286
12681,2020-06-01T15:39:37,,session_68914,checkout,,,tablet,Edge,537
12682,2020-09-20T20:44:57,,session_30600,search,,,mobile,Chrome,552
12683,2020-07-12T11:14:26,2675,session_29061,product_detail,28,,mobile,Safari,822
12684,2022-03-02T00:07:09,,session_65445,product_detail,36,,tablet,Safari,528
12685,2022-04-16T09:23:38,,session_78466,cart,,,mobile,Samsung Internet,814
12686,2022-01-09T13:14:44,,session_99467,search,,,desktop,Chrome,1599
12687,2022-01-20T15:38:46,,session_14058,home,,,mobile,Chrome,924
12688,2021-10-21T17:47:25,,session_14116,category,,,tablet,Chrome,113
12689,2021-03-05T04:18:50,4446,session_76450,search,,,,,550
12690,2021-03-25T13:28:20,,session_7308,home,,,tablet,Samsung Internet,77
12691,2023-04-16T10:42:24,592,session_10672,checkout,,,desktop,Samsung Internet,209
12692,2022-12-08T09:35:09,,session_69232,cart,,,mobile,Edge,1594
12693,2022-10-07T10:39:25,4747,session_81064,account,,,desktop,Samsung Internet,1595
12694,2022-10-15T08:40:55,,session_83911,category,,,tablet,Safari,1289
12695,2023-09-12T05:50:11,,session_11480,account,,,mobile,Safari,1238
12696,2022-02-19T04:21:02,,session_60010,home,,,mobile,Firefox,1358
12697,2024-03-14T03:01:10,3429,session_55649,category,,,desktop,Firefox,1437
12698,2021-02-11T23:12:53,,session_73977,search,,,mobile,Firefox,909
12699,2022-12-14T17:49:26,,session_66033,search,,,tablet,Safari,172
12700,2024-05-16T02:29:32,4186,session_30703,search,,,desktop,Chrome,1617
12701,2024-09-16T08:45:21,2062,session_20197,category,,,desktop,Samsung Internet,146
12702,2024-01-25T18:18:48,,session_93570,checkout,,,mobile,Samsung Internet,277
12703,2021-12-30T01:10:09,,session_16363,cart,,,desktop,Chrome,637
12704,2020-03-10T05:42:02,,session_82496,account,,,mobile,Edge,190
12705,2020-11-24T01:09:43,,session_96464,account,,,mobile,Samsung Internet,1790
12706,2021-05-24T13:10:57,,session_7454,account,,,desktop,Samsung Internet,1658
12707,2020-10-19T11:22:28,2780,session_3116,checkout,,,desktop,Samsung Internet,940
12708,2021-05-29T00:48:08,1392,session_68243,category,,,mobile,Edge,1750
12709,2024-01-17T16:36:31,,session_4577,product_detail,37,,desktop,Samsung Internet,677
12710,2023-11-29T01:51:32,4789,session_6258,cart,,,desktop,Firefox,342
12711,2024-11-20T11:51:52,,session_48210,home,,,desktop,Safari,1203
12712,2024-03-02T23:38:52,3389,session_86448,home,,,tablet,Edge,1428
12713,2023-10-28T23:38:32,,session_93883,product_detail,32,962,tablet,Chrome,1182
12714,2022-12-24T06:01:32,,session_63718,category,,,mobile,Firefox,1402
12715,2024-05-15T22:12:50,4728,session_54890,home,,,mobile,Samsung Internet,387
12716,2022-04-24T05:23:22,3524,session_12977,search,,,mobile,Samsung Internet,1123
12717,2020-07-05T20:39:48,,session_595,product_detail,22,,,,1050
12718,2023-03-25T04:22:27,795,session_80089,cart,,,desktop,Edge,1306
12719,2020-06-17T01:31:01,,session_65624,home,,,tablet,Edge,958
12720,2020-12-22T08:31:11,,session_62277,cart,,,tablet,Chrome,-355
12721,2021-01-11T02:42:24,,session_98689,home,,,desktop,Firefox,766
12722,2023-06-01T23:11:37,4498,session_92163,category,,,tablet,Firefox,171
12723,2024-11-19T00:45:02,997,session_79082,cart,,,tablet,Firefox,786
12724,2024-06-16T12:14:01,3330,session_53270,product_detail,52,,mobile,Chrome,1641
12725,2021-09-06T04:38:02,4841,session_71523,home,,,mobile,Edge,1315
12726,2023-01-11T15:33:20,839,session_13377,cart,,,desktop,Chrome,577
12727,2020-09-03T18:51:39,,session_89082,account,,,mobile,Samsung Internet,519
12728,2024-02-28T14:14:23,,session_15922,home,,,tablet,Firefox,749
12729,2023-01-22T05:53:39,,session_46857,account,,,desktop,Chrome,1257
12730,2020-04-02T21:16:16,,session_27923,product_detail,58,,desktop,Edge,311
12731,2030-01-01T00:00:00,1257,session_14819,home,,,tablet,Samsung Internet,-1730
12732,2021-05-02T01:05:15,,session_82269,home,,,desktop,Chrome,1211
12733,2024-10-07T23:52:02,2806,session_89238,category,,,mobile,Samsung Internet,826
12734,2020-11-14T05:27:49,,session_51425,account,,,desktop,Samsung Internet,199
12735,2024-05-04T16:29:40,3805,session_29280,cart,,,mobile,Chrome,223
12736,2020-08-02T17:40:47,,session_95074,category,,,desktop,Chrome,1354
12737,2024-10-21T03:52:20,,session_55282,account,,,,,83
12738,2021-06-10T03:23:16,,session_89,home,,,mobile,Samsung Internet,1682
12739,2020-05-28T23:56:28,,session_35194,cart,,,tablet,Safari,952
12740,2022-04-28T19:56:08,,session_69091,account,,,desktop,Chrome,939
12741,2021-01-08T22:55:20,,session_72572,home,,,desktop,Samsung Internet,1247
12742,2023-08-15T01:52:14,,session_41536,checkout,,,mobile,Edge,663
12743,2022-01-19T11:24:55,,session_44245,checkout,,,mobile,Edge,652
12744,2021-02-12T00:43:41,,session_72863,search,,,mobile,Firefox,1399
12745,2021-09-17T00:10:04,,session_87974,cart,,,mobile,Samsung Internet,395
12746,2024-08-24T00:18:25,,session_42439,home,,,desktop,Firefox,960
12747,2021-03-25T23:13:26,,session_10993,home,,,desktop,Safari,956
12748,2023-11-26T11:18:24,,session_14204,search,,,mobile,Edge,229
12749,2024-04-03T11:03:40,708,session_82539,product_detail,50,443,tablet,Firefox,693
12750,2024-04-25T12:33:52,4402,session_23493,product_detail,63,,desktop,Edge,1295
12751,2024-03-23T09:36:34,4461,session_69640,product_detail,59,,mobile,Firefox,286
12752,2023-04-21T12:12:12,,session_16332,product_detail,26,368,desktop,Safari,1540
12753,2024-10-11T08:14:56,,session_99603,home,,,desktop,Edge,731
12754,2022-12-05T17:50:48,3839,session_5374,checkout,,,mobile,Edge,1111
12755,2021-03-22T17:29:47,,session_30748,search,,,mobile,Samsung Internet,1693
12756,2021-03-02T23:11:31,,session_20878,product_detail,8,,desktop,Edge,1465
12757,2022-02-12T23:04:03,241,session_83591,product_detail,28,,mobile,Chrome,285
12758,2023-02-13T07:30:38,2613,session_83977,checkout,,,tablet,Chrome,1775
12759,2021-04-08T09:15:50,,session_72560,home,,,mobile,Firefox,264
12760,2023-09-30T02:42:56,3164,session_21039,home,,,tablet,Safari,372
12761,2022-01-16T19:25:12,555,session_78280,product_detail,3,,mobile,Samsung Internet,1775
12762,2022-07-06T00:11:11,,session_39758,home,,,tablet,Firefox,809
12763,2021-09-23T08:09:50,,session_55084,account,,,desktop,Edge,1024
12764,2022-01-29T07:56:57,,session_83,search,,,mobile,Firefox,120
12765,2023-07-19T07:09:45,,session_793,search,,,desktop,Samsung Internet,1150
12766,2022-10-12T15:45:22,,session_39195,product_detail,14,,desktop,Chrome,843
12767,2023-07-18T10:26:08,1617,session_83994,home,,,mobile,Safari,78
12768,2022-08-22T00:03:56,3054,session_72459,home,,,mobile,Edge,1112
12769,2024-09-22T03:57:38,2967,session_99156,account,,,tablet,Firefox,515
12770,2020-02-17T06:35:51,,session_15595,search,,,mobile,Chrome,835
12771,2021-08-24T20:32:02,3489,session_1867,checkout,,,mobile,Safari,98
12772,2021-01-05T08:46:21,,session_71990,cart,,,mobile,Firefox,1596
12773,2023-06-04T19:09:39,,session_3247,account,,,tablet,Firefox,116
12774,2023-09-24T15:35:02,,session_52018,category,,,desktop,Firefox,1574
12775,2021-04-11T13:44:15,,session_42556,category,,,tablet,Edge,164
12776,2022-12-09T08:41:23,,session_26040,product_detail,1,,mobile,Safari,765
12777,2022-02-22T13:17:54,,session_54241,category,,,tablet,Chrome,1745
12778,2021-09-20T08:29:07,,session_32598,search,,,desktop,Firefox,1291
12779,2024-03-23T00:22:27,2105,session_69814,home,,,tablet,Samsung Internet,931
12780,2023-03-18T19:37:21,3230,session_84790,search,,,tablet,Chrome,766
12781,2022-09-21T22:56:02,,session_52082,search,,,tablet,Firefox,1506
12782,2023-03-05T11:46:52,1126,session_11247,cart,,,mobile,Chrome,1589
12783,2020-02-17T11:31:57,,session_59958,cart,,,mobile,Samsung Internet,95
12784,2021-05-16T18:11:57,,session_63031,cart,,,,,996
12785,2022-02-27T01:22:59,,session_92105,product_detail,33,,mobile,Firefox,1077
12786,2022-11-15T16:18:47,,session_76518,checkout,,,mobile,Safari,400
12787,2020-05-24T13:39:49,,session_98422,home,,,desktop,Chrome,1371
12788,2020-09-30T17:49:30,,session_90041,product_detail,16,1402,tablet,Firefox,1462
12789,2022-05-14T04:26:51,,session_69469,home,,,mobile,Edge,1200
12790,2024-05-12T03:58:57,2350,session_37756,account,,,desktop,Edge,833
12791,2020-05-08T11:08:24,,session_74382,cart,,,mobile,Samsung Internet,955
12792,2022-03-19T06:32:54,,session_80859,checkout,,,mobile,Firefox,133
12793,2023-10-31T03:21:43,,session_30103,category,,,,,492
12794,2021-11-11T18:39:06,1341,session_54065,checkout,,,tablet,Safari,694
12795,2024-10-16T21:07:42,1076,session_33369,account,,,desktop,Chrome,1027
12796,2030-01-01T00:00:00,,session_22108,product_detail,37,,mobile,Samsung Internet,205
12797,2023-09-30T16:31:11,4128,session_6150,category,,,desktop,Firefox,1215
12798,2024-12-12T04:09:53,,session_71170,cart,,,desktop,Edge,1270
12799,2021-05-30T04:29:17,,session_45900,home,,,mobile,Chrome,1154
12800,2024-11-15T16:51:51,3871,session_35814,product_detail,46,,desktop,Samsung Internet,369
12801,2023-10-06T13:11:50,,session_14994,checkout,,,tablet,Samsung Internet,699
12802,2020-12-04T20:38:50,,session_83332,category,,,tablet,Chrome,-682
12803,2021-04-14T12:23:52,,session_29826,checkout,,,tablet,Edge,1773
12804,2022-02-09T09:23:37,4684,session_45299,product_detail,2,,tablet,Chrome,1775
12805,2023-01-03T07:07:41,,session_14471,category,,,tablet,Samsung Internet,1132
12806,2020-07-12T14:05:19,664,session_61567,cart,,,mobile,Edge,675
12807,2020-03-13T15:19:11,,session_13555,checkout,,,desktop,Chrome,1330
12808,2024-09-10T22:08:30,1340,session_66747,home,,,desktop,Safari,632
12809,2022-10-22T15:48:08,,session_79404,home,,,desktop,Chrome,440
12810,2021-10-11T11:11:28,,session_93498,checkout,,,mobile,Samsung Internet,1066
12811,2020-03-17T12:36:23,,session_40559,category,,,tablet,Chrome,-695
12812,2024-08-21T18:23:04,4658,session_58832,product_detail,20,,tablet,Safari,60
12813,2021-08-03T09:59:19,,session_66077,search,,,desktop,Samsung Internet,508
12814,2023-02-14T02:53:27,,session_53705,account,,,desktop,Samsung Internet,866
12815,2024-11-25T01:34:51,,session_92505,category,,,tablet,Samsung Internet,1743
12816,2021-01-26T12:16:58,4431,session_53576,home,,,desktop,Safari,1728
12817,2023-05-16T17:58:37,,session_50663,category,,,desktop,Safari,737
12818,2022-11-22T20:05:15,,session_47057,account,,,tablet,Firefox,1377
12819,2024-02-21T07:34:01,725,session_26578,category,,,desktop,Edge,668
12820,2030-01-01T00:00:00,,session_11705,product_detail,47,,mobile,Samsung Internet,1705
12821,2024-09-30T09:17:46,2510,session_32775,search,,,tablet,Samsung Internet,1448
12822,2022-02-05T14:09:13,,session_53278,home,,,tablet,Firefox,210
12823,2021-04-15T15:11:39,,session_78746,cart,,,mobile,Chrome,882
12824,2030-01-01T00:00:00,1815,session_83913,home,,,tablet,Safari,1534
